#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-04-03T15:28:05 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ551ead82562d	
#INFO	-out.max=99999	
#INFO	queryParameters=14	
#-oc.form=sexa
#-out.max=99999
#-out.add=_RAJ,_DEJ
#-order=I
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-out=Name
#-out=Type
#-out=size
#-out=mag
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(A7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
#Column	Type	(A3)	Object classification (1)	[ucd=src.class]
#Column	size	(F5.1)	? Largest dimension	[ucd=phys.angSize]
#Column	mag	(F4.1)	? Integrated magnitude, visual or photographic (see n_mag)	[ucd=phot.mag;em.opt]
_RAJ2000	_DEJ2000	Name	Type	size	mag
15 04 48.1	+21 04 00	 5842	 Gx	     	15.0
15 05 12.1	-54 21 00	 5822	 OC	 40.0	 7.0
15 05 12.1	-43 31 00	I4523	 Gx	  2.0	
15 05 24.1	+02 06 00	 5838	 Gx	  4.2	10.8
15 05 30.1	-72 26 00	 5799	 Gx	     	
15 05 30.1	+01 38 00	 5839	 Gx	  1.4	14.0
15 05 36.1	+01 59 00	 5841	  -	     	
15 05 42.1	-55 36 00	 5823	 OC	 10.0	 7.9
15 05 42.1	-42 27 00	I4527	 Gx	  1.5	
15 05 48.1	+39 31 00	 5853	 Gx	     	15.0
15 06 00.1	+01 38 00	 5845	 Gx	  0.9	12.3
15 06 00.1	+55 34 00	 5862	 Gx	     	15.0
15 06 18.1	+06 23 00	 5847	 Gx	     	15.0
15 06 18.1	+63 00 00	I1100	 Gx	  1.0	14.0
15 06 24.1	+01 36 00	 5846	 Gx	  3.4	10.2
15 06 24.1	+55 44 00	 5867	  -	     	
15 06 24.1	+55 36 00	I1098	  *	     	
15 06 24.1	-43 14 00	I4529	 Gx	  0.6	
15 06 30.1	+55 46 00	 5866	 Gx	  5.2	10.0
15 06 36.1	+42 38 00	 5860	 Gx	  1.0	14.0
15 06 36.1	+55 28 00	 5870	 Gx	     	15.0
15 06 42.1	+02 00 00	 5848	 Gx	     	15.0
15 06 42.1	+03 46 00	I1087	   	     	
15 06 42.1	+03 46 00	I1088	   	     	
15 06 54.1	-14 36 00	 5849	 Gx	     	15.0
15 06 54.1	+12 52 00	 5851	 Gx	     	15.0
15 06 54.1	+56 31 00	I1099	 Gx	  1.4	
15 07 00.1	+12 51 00	 5852	 Gx	     	14.0
15 07 06.1	+01 33 00	 5850	 Gx	  4.3	11.0
15 07 18.1	+18 27 00	 5856	  -	     	
15 07 24.1	+07 08 00	I1089	 Gx	     	15.0
15 07 30.1	-36 20 00	 5843	 Gx	  2.0	
15 07 30.1	+19 36 00	 5857	 Gx	  1.4	13.1
15 07 30.1	+09 23 00	I1092	 Gx	     	15.0
15 07 36.1	+19 35 00	 5859	 Gx	  3.0	12.4
15 07 42.1	+14 33 00	I1093	 Gx	  1.0	15.0
15 07 42.1	+14 38 00	I1094	 Gx	  0.5	15.0
15 07 48.1	+02 34 00	 5854	 Gx	  2.7	11.8
15 07 54.1	+03 58 00	 5855	 Gx	     	15.0
15 07 54.1	+54 45 00	 5874	 Gx	  2.5	14.0
15 08 12.1	-11 09 00	I1091	 Gx	  1.4	
15 08 12.1	+23 42 00	I4534	   	     	
15 08 30.1	+14 01 00	I1095	   	     	
15 08 30.1	+19 11 00	I1096	 Gx	  1.1	15.0
15 08 30.1	+19 11 00	I1097	 Gx	  1.1	15.0
15 08 42.1	+37 34 00	I4535	   	     	
15 08 48.1	-11 13 00	 5858	 Gx	  1.4	14.0
15 09 06.1	+62 57 00	 5881	   	     	
15 09 12.1	+52 32 00	 5875	 Gx	  2.6	13.0
15 09 18.1	-11 19 00	 5861	 Gx	  3.0	12.0
15 09 30.1	+54 30 00	 5876	 Gx	  2.6	14.0
15 09 36.1	+03 03 00	 5864	 Gx	  2.8	13.0
15 09 48.1	+57 00 00	 5879	 Gx	  4.4	11.5
15 09 54.1	+00 31 00	 5865	 Gx	     	15.0
15 09 54.1	+00 31 00	 5868	   	     	
15 09 54.1	+00 28 00	 5869	   	     	13.0
15 10 06.1	+00 31 00	 5871	  *	     	
15 10 42.1	-64 41 00	 5844	   	     	
15 10 48.1	-18 27 00	 5863	 Gx	     	14.0
15 10 54.1	+05 46 00	I1101	   	     	
15 11 00.1	-11 30 00	 5872	 Gx	     	14.0
15 11 06.1	+04 18 00	I1102	 Gx	  1.2	15.0
15 11 18.1	+75 27 00	I1114	   	     	
15 11 30.1	+75 22 00	 5909	 Gx	     	14.0
15 11 30.1	-75 52 00	I4522	 Gx	  2.9	
15 11 36.1	+19 12 00	I1103	   	     	
15 11 42.1	+59 49 00	 5894	 Gx	  3.3	13.0
15 11 42.1	+75 22 00	 5912	 Gx	     	14.0
15 11 48.1	-72 52 00	 5833	 Gx	     	
15 12 06.1	+67 22 00	I1110	 Gx	  1.3	15.0
15 12 42.1	+41 13 00	 5886	 Gx	     	15.0
15 12 48.1	-38 08 00	 5873	 Pl	  0.1	13.0
15 12 48.1	-04 56 00	 5877	***	     	
15 12 48.1	-05 05 00	I1104	  *	     	
15 13 06.1	+41 16 00	 5888	 Gx	  1.5	14.0
15 13 12.1	+31 52 00	 5884	   	     	
15 13 12.1	-18 08 00	I4536	 Gx	  2.6	
15 13 18.1	+41 20 00	 5889	 Gx	  0.9	16.0
15 13 18.1	+04 16 00	I1105	   	     	
15 13 36.1	+41 58 00	 5893	 Gx	  1.4	14.0
15 13 42.1	-15 30 00	 5892	 Gx	     	13.0
15 13 48.1	-14 16 00	 5878	 Gx	  3.5	11.5
15 13 48.1	+41 59 00	 5895	 Gx	     	15.0
15 13 48.1	+41 59 00	 5896	 Gx	     	15.0
15 14 00.1	+04 43 00	I1106	 Gx	     	15.0
15 14 12.1	+04 43 00	I1107	 Gx	     	15.0
15 14 24.1	+50 21 00	 5902	 Gx	     	15.0
15 14 24.1	+54 32 00	I1111	   	     	
15 14 48.1	+01 08 00	 5887	 Gx	     	15.0
15 15 00.1	+42 03 00	 5899	 Gx	  3.0	11.8
15 15 06.1	-14 34 00	 5880	 Gx	     	15.0
15 15 06.1	-10 05 00	 5885	 Gx	  3.5	11.7
15 15 06.1	+42 13 00	 5900	 Gx	  1.6	15.0
15 15 06.1	+42 12 00	 5901	  *	     	
15 15 12.1	-14 37 00	 5883	 Gx	     	
15 15 24.1	+55 31 00	 5905	 Gx	  4.2	12.0
15 15 48.1	+56 20 00	 5906	 Gx	  0.5	14.0
15 15 54.1	+56 19 00	 5907	 Gx	 12.3	10.4
15 16 18.1	-11 31 00	 5891	 Gx	     	14.0
15 16 42.1	+55 25 00	 5908	 Gx	  3.2	11.9
15 16 48.1	-45 39 00	 5882	 Pl	  0.1	11.0
15 16 48.1	-45 39 00	I1108	   	     	
15 17 06.1	+05 15 00	I1109	 Gx	     	15.0
15 17 24.1	-21 01 00	 5897	 Gb	 12.6	 8.6
15 17 30.1	+02 02 00	I4537	 Gx	     	16.0
15 17 54.1	-17 35 00	 5890	 Gx	     	14.0
15 17 54.1	+07 13 00	I1112	 Gx	     	15.0
15 18 12.1	-24 06 00	 5898	 Gx	  1.7	11.5
15 18 18.1	+12 29 00	I1113	 Gx	  0.6	15.0
15 18 30.1	+32 24 00	I4539	 Gx	  0.4	15.0
15 18 36.1	-24 04 00	 5903	 Gx	  2.0	11.5
15 18 36.1	+02 05 00	 5904	 Gb	 17.4	 5.8
15 18 42.1	+41 52 00	 5914	 Gx	     	15.0
15 19 18.1	+20 55 00	 5910	 Gx	     	15.0
15 19 18.1	+45 54 00	 5918	 Gx	     	14.0
15 20 06.1	+01 47 00	I4540	   	     	
15 20 24.1	+03 32 00	 5911	 Gx	     	14.0
15 20 54.1	-02 35 00	 5913	 Gx	     	14.0
15 21 12.1	+41 40 00	 5922	 Gx	  0.5	15.0
15 21 12.1	+41 43 00	 5923	 Gx	  2.0	15.0
15 21 12.1	-23 39 00	I4538	 Gx	  2.6	
15 21 24.1	-07 22 00	 5917	 Gx	     	14.0
15 21 30.1	+07 44 00	 5919	 Gx	     	15.0
15 21 36.1	-13 06 00	 5915	 Gx	  1.6	12.0
15 21 36.1	-13 10 00	 5916	 Gx	  2.9	14.0
15 21 48.1	+07 42 00	 5920	 Gx	  1.4	13.6
15 21 54.1	+05 04 00	 5921	 Gx	  4.9	10.8
15 21 54.1	+31 14 00	 5924	 Gx	     	15.0
15 21 54.1	+08 26 00	I1116	 Gx	  1.2	15.0
15 22 06.1	+33 10 00	I4542	   	     	
15 22 24.1	-04 28 00	I1115	  *	     	
15 23 24.1	+12 42 00	 5926	 Gx	     	15.0
15 24 24.1	+15 27 00	I1117	   	     	
15 24 36.1	+13 29 00	I4543	 Pl	     	
15 24 48.1	+68 45 00	 5939	 Gx	     	13.0
15 25 06.1	+13 26 00	I1118	 Gx	  0.8	15.0
15 25 42.1	-03 39 00	I1119	 Gx	  0.5	15.0
15 25 54.1	+18 05 00	 5928	 Gx	     	14.0
15 26 06.1	+41 40 00	 5929	 Gx	  1.1	13.0
15 26 06.1	+41 41 00	 5930	 Gx	  2.0	13.0
15 26 12.1	+18 52 00	I1120	   	     	
15 26 48.1	+48 37 00	 5932	 Gx	     	15.0
15 27 00.1	+48 37 00	 5933	 Gx	     	15.0
15 27 00.1	+28 51 00	I4546	 Gx	  0.6	15.0
15 27 18.1	+28 48 00	I4547	 Gx	     	15.0
15 27 24.1	+28 51 00	I4548	   	     	
15 27 42.1	-54 31 00	 5925	 OC	 15.0	 8.0
15 27 48.1	+06 49 00	I1121	 Gx	     	16.0
15 28 00.1	-50 40 00	 5927	 Gb	 12.0	 8.3
15 28 00.1	+64 46 00	 5949	 Gx	  2.4	13.0
15 28 12.1	+42 55 00	 5934	 Gx	     	14.0
15 28 18.1	+42 56 00	 5935	 Gx	     	15.0
15 28 54.1	+42 53 00	I1123	   	     	
15 29 12.1	+32 50 00	I4549	 Gx	  0.5	15.0
15 29 24.1	-50 35 00	I4544	   	     	
15 29 30.1	+07 35 00	 5931	 Gx	     	15.0
15 29 30.1	+07 35 00	I1122	 Gx	  0.2	15.0
15 29 36.2	+82 36 00	I1139	 Gx	     	16.0
15 29 48.1	+42 47 00	 5943	 Gx	     	14.0
15 29 48.1	+42 55 00	 5945	 Gx	     	14.0
15 29 54.1	-70 35 00	I4541	 Gx	  2.0	
15 30 00.1	+12 59 00	 5936	 Gx	  1.5	12.4
15 30 00.1	+23 38 00	I1124	   	     	
15 30 42.1	+42 43 00	 5947	 Gx	     	15.0
15 30 42.2	+82 28 00	I1143	 Gx	  1.8	
15 30 48.1	-02 49 00	 5937	 Gx	     	13.0
15 31 12.1	+07 28 00	 5940	 Gx	     	14.0
15 31 30.1	+07 20 00	 5941	 Gx	     	15.0
15 31 30.1	+40 26 00	 5950	 Gx	     	15.0
15 31 36.1	+07 18 00	 5942	 Gx	     	15.0
15 31 42.1	+07 19 00	 5944	 Gx	     	15.0
15 32 00.1	+68 15 00	I1129	 Gx	  1.2	14.0
15 32 54.1	+03 59 00	 5948	  -	     	
15 33 06.1	-01 38 00	I1125	 Gx	  1.7	14.0
15 33 30.1	+56 35 00	 5963	 Gx	  3.5	12.0
15 33 42.1	+15 00 00	 5951	 Gx	  3.5	13.0
15 33 54.1	+06 01 00	I4551	   	     	
15 34 00.1	+56 42 00	 5965	 Gx	  5.4	13.0
15 34 30.1	+15 12 00	 5953	 Gx	  2.0	13.0
15 34 36.1	+15 12 00	 5954	 Gx	  1.3	14.0
15 34 36.1	+39 44 00	I4557	 Gx	     	16.0
15 34 42.1	+28 40 00	 5958	 Gx	     	13.0
15 34 48.1	+04 57 00	 5952	 Gx	     	15.0
15 34 48.1	-50 39 00	I4550	   	     	
15 34 54.1	+56 28 00	 5969	 Gx	     	15.0
15 35 00.1	+11 45 00	 5956	 Gx	     	13.0
15 35 00.1	+05 00 00	I1126	   	     	
15 35 00.1	+04 42 00	I4552	   	     	
15 35 00.1	+23 29 00	I4553	 Gx	  2.0	14.0
15 35 06.1	+05 04 00	 5955	 Gx	     	15.0
15 35 06.1	+23 28 00	I4554	   	     	
15 35 12.1	+30 51 00	 5961	 Gx	  0.8	14.0
15 35 24.1	+12 03 00	 5957	 Gx	  3.0	13.0
15 35 30.1	-50 40 00	 5946	 Gb	  7.1	 9.6
15 35 30.1	+25 19 00	I4556	 Gx	  0.4	15.0
15 35 36.1	+56 29 00	 5971	 Gx	     	15.0
15 35 48.1	+39 47 00	 5966	 Gx	     	14.0
15 35 48.1	+25 21 00	I4558	   	     	
15 35 48.1	+39 51 00	I4560	   	     	
15 35 54.1	+23 29 00	I1127	   	     	
15 35 54.1	+25 21 00	I4559	   	     	
15 36 00.1	+43 29 00	I4562	 Gx	  1.5	
15 36 00.1	+39 50 00	I4563	 Gx	  0.7	14.0
15 36 12.1	+05 40 00	 5960	 Gx	     	15.0
15 36 24.1	-66 52 00	 5938	 Gx	  2.8	
15 36 30.1	+16 37 00	 5962	 Gx	  2.8	11.4
15 36 36.1	+43 31 00	I4564	   	     	
15 36 36.1	+43 25 00	I4565	 Gx	  1.0	15.0
15 36 42.1	+43 33 00	I4566	 Gx	  2.0	
15 36 48.1	+59 23 00	 5976	 Gx	  1.0	14.8
15 36 54.1	+25 25 00	I4561	 Gx	  0.3	15.0
15 37 24.1	-16 37 00	 5959	 Gx	     	14.0
15 37 30.1	+43 16 00	I4567	   	     	
15 37 36.1	+05 59 00	 5964	 Gx	  4.2	13.0
15 37 48.1	+17 15 00	I1130	 Gx	  0.6	15.0
15 37 54.1	+59 23 00	 5981	 Gx	  2.8	13.0
15 37 54.1	-01 33 00	I1128	   	     	
15 38 30.1	+12 11 00	 5970	 Gx	  3.0	11.4
15 38 42.1	+59 21 00	 5982	 Gx	  2.9	11.1
15 38 48.1	+17 02 00	 5972	 Gx	     	15.0
15 38 54.1	+12 05 00	I1131	 Gx	  1.0	
15 39 00.1	+31 45 00	 5974	 Gx	  0.5	14.0
15 39 36.1	+59 20 00	 5985	 Gx	  5.5	11.0
15 39 54.1	-30 33 00	 5968	 Gx	  2.2	13.0
15 39 54.1	+58 05 00	 5987	 Gx	  4.7	13.0
15 40 00.1	+21 28 00	 5975	 Gx	     	14.0
15 40 00.1	+20 40 00	I1132	 Gx	  1.1	14.0
15 40 06.1	+28 09 00	I4568	 Gx	     	15.0
15 40 12.1	-08 37 00	 5973	 Gx	     	
15 40 24.1	+17 07 00	 5977	 Gx	     	15.0
15 40 48.1	+28 17 00	I4569	 Gx	  0.5	15.0
15 41 12.1	+15 34 00	I1133	 Gx	  1.3	15.0
15 41 18.1	+28 14 00	I4570	 Gx	  1.0	15.0
15 41 24.1	+15 47 00	 5980	 Gx	  2.1	13.0
15 41 30.1	+59 45 00	 5989	 Gx	     	13.0
15 41 30.2	-81 38 00	I4545	 Gx	  2.0	
15 41 54.1	+28 07 00	I4572	 Gx	  0.9	15.0
15 42 00.1	+28 15 00	I4574	 Gx	     	16.0
15 42 12.1	+23 48 00	I4573	 Gx	     	16.0
15 42 18.1	+23 48 00	I4575	   	     	
15 42 24.1	-13 14 00	 5978	 Gx	     	14.0
15 42 36.1	+23 41 00	I4576	 Gx	     	15.0
15 42 42.1	+08 14 00	 5983	 Gx	     	15.0
15 42 42.1	+23 47 00	I4577	   	     	
15 42 48.1	+23 46 00	I4579	   	     	
15 42 54.1	+14 14 00	 5984	 Gx	  3.0	13.0
15 43 12.1	+28 22 00	I4580	 Gx	     	15.0
15 44 00.1	+28 17 00	I4581	 Gx	     	15.0
15 44 24.1	+41 05 00	 5992	 Gx	  1.1	14.0
15 44 30.1	+41 07 00	 5993	 Gx	     	14.0
15 44 36.1	+10 17 00	 5988	 Gx	     	15.0
15 44 54.1	+16 58 00	I1134	 Gx	  0.4	15.0
15 45 18.1	+24 37 00	 5991	 Gx	     	14.0
15 45 36.1	+17 42 00	I1135	 Gx	  0.6	15.0
15 45 42.1	+28 06 00	I4582	 Gx	  1.4	15.0
15 46 06.1	-37 47 00	 5986	 Gb	  9.8	 7.1
15 46 12.1	+72 27 00	I1145	   	     	
15 46 24.1	+02 24 00	 5990	 Gx	     	13.0
15 46 24.1	+23 49 00	I4583	 Gx	  0.8	15.0
15 46 36.1	+72 09 00	 6011	 Gx	     	14.0
15 46 48.1	+17 51 00	 5994	 Gx	     	15.0
15 46 54.1	+17 52 00	 5996	 Gx	     	13.0
15 47 24.1	+08 19 00	 5997	 Gx	     	15.0
15 47 36.1	-01 33 00	I1136	 Gx	     	15.0
15 47 42.1	-61 13 00	 5979	 Pl	  0.1	
15 47 42.1	+28 38 00	 6001	 Gx	     	14.0
15 47 42.1	+28 37 00	 6002	 Gx	  0.2	17.0
15 48 06.1	-75 40 00	 5967	 Gx	  2.9	12.0
15 48 12.1	+26 12 00	I1138	 Gx	  1.0	15.0
15 48 18.2	-78 11 00	I4555	 Gx	  1.9	
15 48 24.1	-13 47 00	 5995	 Gx	     	14.0
15 48 30.1	+69 23 00	I1146	 Gx	  0.9	14.0
15 48 54.1	+08 35 00	I1137	   	     	
15 48 54.1	-67 19 00	I4571	 Gx	  1.4	
15 49 06.1	+19 04 00	I1140	   	     	
15 49 18.1	+19 01 00	 6003	 Gx	     	14.0
15 49 24.1	-28 36 00	 5998	  -	     	
15 49 24.1	+18 09 00	I1142	   	     	
15 49 36.1	+12 24 00	I1141	   	     	
15 49 54.1	-29 24 00	 6000	 Gx	  1.9	
15 50 06.1	+69 33 00	I1147	 Gx	  0.4	15.0
15 50 18.1	+18 56 00	 6004	 Gx	     	13.0
15 51 18.1	+43 25 00	I1144	 Gx	  0.6	15.0
15 51 24.1	+62 19 00	 6015	 Gx	  5.4	11.2
15 52 12.1	-56 28 00	 5999	 OC	  5.0	 9.0
15 52 18.1	+64 51 00	 6019	 Gx	     	15.0
15 52 30.1	+70 23 00	I1154	 Gx	  1.8	15.0
15 52 54.1	+21 08 00	 6008	 Gx	     	14.0
15 52 54.1	+40 39 00	 6013	 Gx	     	14.0
15 53 00.1	+12 02 00	 6006	 Gx	     	15.0
15 53 12.1	+64 56 00	 6024	 Gx	     	15.0
15 53 12.1	-74 50 00	I4578	 Gx	  2.1	
15 53 24.1	+11 57 00	 6007	 Gx	  1.9	14.0
15 53 30.1	+12 05 00	 6009	 Gx	     	15.0
15 54 12.1	+14 35 00	 6012	 Gx	  2.3	13.0
15 54 24.1	+00 32 00	 6010	 Gx	     	13.0
15 54 54.1	+06 01 00	I4586	   	     	
15 55 06.1	+70 35 00	I1164	   	     	
15 55 24.2	+79 00 00	 6068	 Gx	  1.2	13.0
15 55 48.1	-57 26 00	 6005	 OC	  3.0	10.7
15 55 48.1	+05 57 00	 6014	 Gx	     	14.0
15 55 54.1	+26 59 00	 6016	 Gx	     	15.0
15 56 42.1	+48 05 00	I1152	 Gx	  1.0	14.0
15 56 48.1	+48 10 00	I1153	   	     	
15 56 54.1	+22 25 00	I1148	   	     	
15 57 12.1	+06 00 00	 6017	 Gx	     	14.0
15 57 12.1	+22 24 00	 6020	 Gx	  1.7	12.6
15 57 30.1	+15 51 00	 6018	 Gx	  1.8	15.0
15 57 30.1	+15 56 00	 6021	 Gx	  2.1	14.0
15 57 36.1	+70 42 00	 6048	 Gx	  2.5	14.0
15 57 48.1	+16 16 00	 6022	 Gx	  0.8	15.0
15 57 48.1	+16 18 00	 6023	 Gx	  1.4	15.0
15 58 00.1	+12 05 00	I1149	   	     	
15 58 18.1	+15 52 00	I1150	   	     	
15 58 30.1	+17 27 00	I1151	 Gx	     	13.0
15 59 12.1	+20 45 00	 6027	 Gx	  2.2	12.4
15 59 18.1	+70 34 00	I1187	 Gx	  0.3	16.0
15 59 54.1	+25 57 00	I4587	 Gx	     	15.0
16 00 12.1	-66 23 00	I4584	 Gx	  1.7	
16 00 18.1	-66 19 00	I4585	 Gx	  2.0	
16 00 36.1	+15 42 00	I1155	 Gx	  1.3	
16 00 36.1	+19 44 00	I1156	 Gx	     	15.0
16 01 00.1	+15 31 00	I1157	 Gx	  0.6	16.0
16 01 00.1	+15 25 00	I1159	   	     	
16 01 06.1	+70 37 00	 6071	 Gx	     	15.0
16 01 06.1	+15 29 00	I1160	   	     	
16 01 18.1	+15 39 00	I1161	 Gx	  0.6	15.0
16 01 18.1	+17 41 00	I1162	 Gx	     	15.0
16 01 24.1	-34 32 00	 6026	 Pl	  0.8	
16 01 24.1	+19 21 00	 6028	 Gx	  1.7	13.2
16 01 30.1	+01 43 00	I1158	 Gx	  2.9	13.0
16 01 30.1	+15 30 00	I1163	 Gx	  0.2	15.0
16 01 48.1	+17 58 00	 6030	 Gx	     	14.0
16 02 00.1	+12 34 00	 6029	 Gx	     	15.0
16 02 06.1	+15 42 00	I1165	   	     	
16 02 06.1	+26 20 00	I1166	 Gx	     	15.0
16 02 36.1	+37 21 00	 6038	 Gx	     	14.0
16 03 00.1	+20 58 00	 6032	 Gx	  1.8	15.0
16 03 24.1	+17 12 00	 6034	 Gx	     	15.0
16 03 24.1	+20 54 00	 6035	 Gx	  1.2	14.0
16 03 42.1	-60 30 00	 6025	 OC	 12.0	 5.1
16 03 54.1	+14 57 00	I1167	 Gx	  0.5	
16 04 00.1	+14 54 00	I1168	 Gx	  0.5	16.0
16 04 12.1	+13 45 00	I1169	 Gx	  1.0	14.0
16 04 24.1	-02 08 00	 6033	 Gx	     	15.0
16 04 24.1	+03 52 00	 6036	 Gx	     	14.0
16 04 24.1	+03 48 00	 6037	 Gx	     	15.0
16 04 24.1	+17 42 00	 6039	  *	     	
16 04 24.1	+17 45 00	 6040	 Gx	  1.6	15.0
16 04 24.1	+40 41 00	 6058	 Pl	  0.4	13.0
16 04 30.1	+69 38 00	 6079	   	     	
16 04 30.1	+17 43 00	I1170	 Gx	  0.3	
16 04 30.1	+69 42 00	I1200	 Gx	  1.4	14.0
16 04 36.1	+17 43 00	 6041	 Gx	  1.6	13.7
16 04 36.1	+17 42 00	 6042	 Gx	     	15.0
16 04 54.1	+17 47 00	 6043	 Gx	     	15.0
16 04 54.1	+19 21 00	 6046	  -	     	
16 04 54.1	+23 56 00	 6051	 Gx	  1.9	13.0
16 04 54.1	+17 59 00	I1171	  *	     	
16 04 54.1	+17 52 00	I1172	 Gx	     	15.0
16 04 54.1	+23 56 00	I4588	 Gx	  2.1	15.0
16 05 00.1	+17 52 00	 6044	 Gx	  0.5	16.0
16 05 06.1	+17 45 00	 6045	 Gx	  1.3	14.2
16 05 06.1	+17 43 00	 6047	 Gx	  1.3	13.6
16 05 12.1	+20 32 00	 6052	 Gx	  1.0	13.0
16 05 12.1	+17 25 00	I1173	 Gx	  1.3	
16 05 18.1	+18 08 00	I1175	  ?	     	
16 05 18.1	+18 19 00	I1177	 Gx	     	
16 05 24.1	+17 46 00	 6050	 Gx	     	15.0
16 05 24.1	+18 08 00	 6053	  *	     	
16 05 24.1	+17 47 00	 6054	 Gx	     	15.0
16 05 24.1	+15 02 00	I1174	 Gx	  1.0	14.0
16 05 24.1	+17 58 00	I1176	 Gx	     	15.0
16 05 24.1	+17 45 00	I1179	 Gx	  0.6	16.0
16 05 24.1	+18 07 00	I1180	  ?	     	
16 05 30.1	+18 10 00	 6055	 Gx	  1.5	15.0
16 05 30.1	+17 58 00	 6056	 Gx	     	15.0
16 05 30.1	+17 36 00	I1178	 Gx	  1.4	
16 05 36.1	+18 10 00	 6057	 Gx	     	15.0
16 05 36.1	+17 35 00	I1181	 Gx	  1.1	
16 05 36.1	+17 48 00	I1182	 Gx	  0.6	16.0
16 05 36.1	+17 46 00	I1183	 Gx	  0.9	14.3
16 05 42.1	+08 06 00	 6049	  -	     	
16 05 42.1	+17 47 00	I1184	 Gx	  0.1	16.0
16 05 42.1	+17 43 00	I1185	 Gx	  0.8	13.9
16 05 42.1	+17 22 00	I1186	 Gx	  0.8	
16 05 48.1	+69 37 00	I1201	 Gx	  1.1	16.0
16 05 54.1	+21 30 00	 6060	 Gx	  2.2	14.0
16 06 06.1	+17 27 00	I1188	 Gx	  0.5	
16 06 12.1	+18 11 00	I1189	 Gx	  0.6	
16 06 18.1	+18 15 00	 6061	 Gx	  1.4	15.0
16 06 18.1	+19 47 00	 6062	 Gx	     	14.0
16 06 18.1	+18 14 00	I1190	  ?	     	
16 06 30.1	+18 16 00	I1191	 Gx	  0.5	
16 06 30.1	+17 43 00	I1193	 Gx	  0.4	
16 06 36.1	+72 30 00	 6094	 Gx	     	14.0
16 06 36.1	+17 46 00	I1192	 Gx	  0.7	
16 06 42.1	+17 46 00	I1194	 Gx	  0.5	14.3
16 06 42.1	+17 12 00	I1195	 Gx	  0.6	
16 07 00.1	+20 33 00	 6064	  -	     	
16 07 06.1	+69 56 00	I1204	   	     	
16 07 12.1	+07 58 00	 6063	 Gx	     	14.0
16 07 24.1	-06 25 00	 6059	   	     	
16 07 24.1	-06 23 00	I4589	  *	     	
16 07 30.1	+13 52 00	 6065	 Gx	     	15.0
16 07 36.1	-54 04 00	 6031	 OC	  2.0	 8.5
16 07 42.1	+13 56 00	 6066	 Gx	     	15.0
16 07 42.1	+38 55 00	 6069	 Gx	     	15.0
16 07 48.1	+69 55 00	 6091	 Gx	     	14.0
16 08 00.1	+10 47 00	I1196	 Gx	  1.1	15.0
16 08 18.1	+07 32 00	I1197	 Gx	  2.8	15.0
16 08 18.1	+28 29 00	I4590	 Gx	  0.3	16.0
16 08 36.1	+12 20 00	I1198	 Gx	  0.6	15.0
16 10 00.1	+00 43 00	 6070	 Gx	  3.6	11.7
16 10 06.1	+16 42 00	 6073	 Gx	     	14.0
16 10 36.1	+10 02 00	I1199	 Gx	  1.3	15.0
16 10 42.1	+57 28 00	 6088	 Gx	     	14.0
16 11 06.1	+26 52 00	 6076	 Gx	     	15.0
16 11 06.1	+26 56 00	 6077	 Gx	     	15.0
16 11 06.1	+61 16 00	 6095	 Gx	     	14.0
16 11 18.1	+23 40 00	I4594	   	     	
16 11 24.1	+14 15 00	 6074	 Gx	     	15.0
16 11 24.1	+23 57 00	 6075	 Gx	     	15.0
16 11 42.1	+52 27 00	 6090	 Gx	  1.9	14.0
16 11 42.1	+12 04 00	I4593	 Pl	  2.0	11.0
16 12 00.1	-19 28 00	I4592	 Nb	150.0	
16 12 06.1	+14 12 00	 6078	 Gx	     	14.0
16 12 18.1	-27 56 00	I4591	   	     	
16 12 30.1	+29 22 00	 6085	 Gx	     	14.0
16 12 36.1	+29 29 00	 6086	 Gx	  2.0	15.0
16 12 42.1	+33 02 00	 6089	 Gx	     	15.0
16 12 42.1	+27 58 00	 6092	 Gx	     	15.0
16 13 00.1	-36 14 00	 6072	 Pl	  1.2	14.0
16 13 00.1	+09 52 00	 6081	 Gx	     	14.0
16 13 00.1	+09 52 00	I1202	 Gx	  1.7	14.0
